Serial Number,Year,Modification,Selling Price (INR),Place,Percentage of Population Stop Using,Percentage of Population Increased Usage,Service Type,User Satisfaction (1-5),Network Type,Average Data Usage (GB),Customer Age Group,Profits
SERIAL_0493,2022,Plan Update,2999,Mumbai,0.1678,0.3367,SMS,1,5G,63.79,18-25,506.5310999999999
SERIAL_0999,2022,New Feature,2399,Kolkata,0.1495,0.0345,Call,5,2G,37.11,18-25,-275.885
SERIAL_0484,2022,New Feature,3119,Kolkata,0.0868,0.266,Call,4,5G,57.54,18-25,558.9248
SERIAL_0501,2022,Plan Update,2399,Bangalore,0.4656,0.1671,Call,3,3G,107.23,18-25,-716.1015
SERIAL_0705,2022,Plan Update,2999,Hyderabad,0.3274,0.4468,SMS,1,5G,48.82,26-40,358.0805999999999
SERIAL_0070,2022,5G Upgrade,2879,Mumbai,0.36920000000000003,0.0271,SMS,3,5G,73.64,40+,-984.9059000000002
SERIAL_0600,2022,Plan Update,3119,Chennai,0.3885,0.4807,SMS,1,3G,65.64,18-25,287.57179999999994
SERIAL_0829,2022,Plan Update,4199,Hyderabad,0.048,0.5478000000000001,Call,2,3G,75.12,26-40,2098.6602000000003
SERIAL_0502,2022,5G Upgrade,2879,Mumbai,0.3489,0.3171,Data,5,4G,24.96,40+,-91.55219999999997
SERIAL_0489,2022,5G Upgrade,2999,Kolkata,0.052300000000000006,0.5146000000000001,Call,4,2G,125.69,18-25,1386.4377000000002
SERIAL_0838,2022,Plan Update,3119,Bangalore,0.48200000000000004,0.42719999999999997,Data,5,4G,79.28,40+,-170.92120000000023
SERIAL_0476,2022,5G Upgrade,3119,Mumbai,0.40270000000000006,0.1159,SMS,2,4G,33.88,26-40,-894.5292000000002
SERIAL_0727,2022,5G Upgrade,3119,Chennai,0.36219999999999997,0.5571,SMS,5,3G,94.34,18-25,607.8931000000002
SERIAL_0728,2022,Price Reduction,2879,Chennai,0.0034999999999999996,0.34979999999999994,Call,2,4G,121.47,26-40,996.9976999999998
SERIAL_0729,2022,Price Reduction,3119,Chennai,0.41350000000000003,0.2978,Data,3,5G,33.29,40+,-360.8683
SERIAL_0826,2022,5G Upgrade,4199,Kolkata,0.2402,0.3103,SMS,2,4G,56.69,40+,294.34990000000016
SERIAL_0090,2022,New Feature,3119,Kolkata,0.0745,0.494,Data,5,3G,7.07,26-40,1308.4205000000002
SERIAL_0730,2022,5G Upgrade,4199,Hyderabad,0.4556,0.2061,Call,2,2G,138.42,18-25,-1047.6505
SERIAL_0081,2022,5G Upgrade,3119,Hyderabad,0.0971,0.3446,Call,1,2G,122.31,40+,771.9525000000001
SERIAL_0719,2022,Price Reduction,3119,Kolkata,0.1465,0.10400000000000001,Call,5,3G,136.18,26-40,-132.55749999999995
SERIAL_0715,2022,Price Reduction,2399,Mumbai,0.0434,0.1666,Call,3,3G,104.87,26-40,295.5568
SERIAL_0618,2022,Price Reduction,2879,Bangalore,0.3127,0.0973,Call,3,3G,53.31,18-25,-620.1366
SERIAL_0266,2023,Price Reduction,4199,Mumbai,0.4694,0.3236,SMS,5,5G,78.87,40+,-612.2141999999999
SERIAL_0615,2023,Plan Update,2399,Hyderabad,0.4025,0.0892,Call,2,4G,19.42,26-40,-751.6067
SERIAL_0276,2023,Price Reduction,2999,Bangalore,0.1668,0.2865,Call,3,2G,128.76,18-25,358.98029999999994
SERIAL_0761,2023,Price Reduction,4199,Kolkata,0.1945,0.061500000000000006,Call,4,4G,129.32,26-40,-558.467
SERIAL_0271,2023,Plan Update,4199,Hyderabad,0.1782,0.002,Call,4,5G,58.18,18-25,-739.8638
SERIAL_0632,2023,New Feature,2399,Kolkata,0.22399999999999998,0.3995,Data,2,3G,25.69,26-40,421.0245000000001
SERIAL_0620,2023,Plan Update,4199,Chennai,0.0553,0.5293,Data,1,2G,141.82,18-25,1990.3259999999998
SERIAL_0948,2023,5G Upgrade,2999,Bangalore,0.35619999999999996,0.5569,Data,3,3G,44.91,18-25,601.8992999999998
SERIAL_0766,2023,New Feature,2399,Kolkata,0.0941,0.21280000000000002,Call,5,2G,2.29,18-25,284.76130000000006
SERIAL_0295,2023,5G Upgrade,2399,Mumbai,0.3166,0.1698,Call,3,5G,104.31,26-40,-352.1732
SERIAL_0849,2023,5G Upgrade,3119,Chennai,0.17059999999999997,0.44799999999999995,SMS,5,2G,139.94,18-25,865.2106
SERIAL_0661,2023,Plan Update,4199,Mumbai,0.10039999999999999,0.4182,Data,3,3G,17.51,18-25,1334.4422
SERIAL_0758,2023,Plan Update,2399,Chennai,0.1909,0.2529,Call,2,3G,27.78,40+,148.7380000000001
SERIAL_0996,2023,Plan Update,3119,Bangalore,0.006999999999999999,0.38880000000000003,SMS,1,3G,14.22,18-25,1190.8342
SERIAL_0712,2023,Plan Update,2879,Hyderabad,0.278,0.10890000000000001,SMS,4,4G,122.11,26-40,-486.8389
SERIAL_0704,2023,New Feature,3119,Delhi,0.13449999999999998,0.4742,Call,3,3G,15.83,26-40,1059.5243
SERIAL_0702,2023,Plan Update,4199,Chennai,0.4388,0.0263,Call,2,3G,131.7,18-25,-1732.0875
SERIAL_0689,2023,Plan Update,2879,Mumbai,0.4581,0.0771,Data,2,2G,49.34,26-40,-1096.899
SERIAL_0201,2023,Plan Update,2399,Chennai,0.4875,0.45659999999999995,Data,3,3G,54.98,18-25,-74.12910000000011
SERIAL_0208,2023,Plan Update,3119,Delhi,0.4929,0.034,SMS,3,4G,115.42,26-40,-1431.3091
SERIAL_0681,2023,Plan Update,2999,Hyderabad,0.285,0.08220000000000001,Data,4,3G,54.42,26-40,-608.1971999999998
SERIAL_0187,2023,5G Upgrade,2879,Hyderabad,0.0023,0.5626,SMS,3,3G,120.1,40+,1613.1037000000001
SERIAL_0736,2023,5G Upgrade,4199,Kolkata,0.2737,0.5124,Data,3,5G,55.26,26-40,1002.3012999999999
SERIAL_0226,2023,5G Upgrade,2999,Kolkata,0.1258,0.0213,SMS,4,3G,34.82,40+,-313.3955
SERIAL_0228,2023,Plan Update,4199,Chennai,0.337,0.5465,Data,5,3G,55.89,18-25,879.6904999999997
SERIAL_0663,2023,5G Upgrade,4199,Delhi,0.1012,0.3091,Call,1,4G,46.14,40+,872.9720999999998
SERIAL_0178,2023,Price Reduction,2399,Hyderabad,0.44020000000000004,0.1093,SMS,2,2G,69.74,26-40,-793.8291
SERIAL_0175,2023,5G Upgrade,2399,Chennai,0.1855,0.3682,Call,2,4G,98.16,40+,438.29730000000006
SERIAL_0007,2023,5G Upgrade,4199,Hyderabad,0.489,0.5592,SMS,1,2G,134.34,18-25,294.76980000000003
SERIAL_0057,2023,Plan Update,3119,Delhi,0.3632,0.1251,Data,5,4G,51.72,18-25,-742.6339
SERIAL_0248,2023,Price Reduction,2999,Bangalore,0.1941,0.4518,Data,1,5G,135.16,18-25,772.8423
SERIAL_0008,2023,5G Upgrade,4199,Delhi,0.318,0.0999,Call,4,4G,22.37,40+,-915.8018999999999
SERIAL_0654,2023,Plan Update,3119,Chennai,0.2841,0.0223,Call,2,4G,117.94,26-40,-816.5542
SERIAL_0169,2023,5G Upgrade,2879,Hyderabad,0.3009,0.0388,Data,1,3G,145.39,26-40,-754.5859
SERIAL_0257,2023,5G Upgrade,4199,Kolkata,0.49560000000000004,0.389,Call,1,2G,63.17,18-25,-447.6134000000002
SERIAL_0259,2023,Plan Update,2399,Chennai,0.381,0.4017,SMS,4,5G,108.32,18-25,49.65930000000003
SERIAL_0265,2023,5G Upgrade,4199,Delhi,0.2378,0.35450000000000004,Data,1,3G,94.17,18-25,490.0233000000002
SERIAL_0301,2023,5G Upgrade,2999,Mumbai,0.2186,0.1131,SMS,4,3G,144.6,26-40,-316.3944999999999
SERIAL_0924,2023,New Feature,3119,Bangalore,0.1051,0.2397,Call,4,5G,27.83,40+,419.81739999999996
SERIAL_0774,2023,Plan Update,2999,Chennai,0.3538,0.0227,Data,4,2G,138.88,18-25,-992.9689
SERIAL_0895,2023,Price Reduction,2879,Mumbai,0.3923,0.2896,Call,1,5G,133.66,26-40,-295.6732999999998
SERIAL_0893,2023,Price Reduction,2999,Delhi,0.1007,0.5705,Call,1,2G,91.68,40+,1408.9302
SERIAL_0395,2023,5G Upgrade,3119,Hyderabad,0.33549999999999996,0.5231,Data,5,4G,99.4,26-40,585.1244000000002
SERIAL_0040,2023,Plan Update,2399,Delhi,0.2451,0.596,SMS,1,2G,122.08,18-25,841.8090999999998
SERIAL_0403,2023,New Feature,2399,Mumbai,0.1604,0.5952000000000001,SMS,3,2G,111.71,26-40,1043.0852
SERIAL_0407,2023,Price Reduction,4199,Chennai,0.494,0.36560000000000004,SMS,3,4G,122.72,26-40,-539.1515999999999
SERIAL_0510,2023,New Feature,2879,Kolkata,0.2595,0.3062,SMS,5,5G,92.04,18-25,134.4493000000001
SERIAL_0879,2023,New Feature,3119,Chennai,0.3862,0.3712,Data,3,3G,120.42,40+,-46.78500000000008
SERIAL_0417,2023,Plan Update,4199,Chennai,0.37560000000000004,0.11710000000000001,Data,2,4G,86.22,26-40,-1085.4415000000001
SERIAL_0877,2023,New Feature,2399,Delhi,0.1963,0.14300000000000002,SMS,2,3G,116.16,26-40,-127.86669999999998
SERIAL_0823,2023,5G Upgrade,3119,Kolkata,0.1436,0.2635,Call,3,5G,143.88,18-25,373.9681
SERIAL_0509,2023,New Feature,3119,Delhi,0.1716,0.5697,Call,5,5G,147.84,26-40,1241.6738999999998
SERIAL_0874,2023,Plan Update,3119,Delhi,0.1127,0.3754,Data,1,5G,6.82,18-25,819.3613000000001
SERIAL_0423,2023,5G Upgrade,4199,Bangalore,0.40409999999999996,0.5186,Data,3,3G,84.75,26-40,480.7855000000002
SERIAL_0872,2023,Price Reduction,3119,Chennai,0.46130000000000004,0.4127,Data,3,2G,73.98,40+,-151.5834000000002
SERIAL_0426,2023,New Feature,2879,Mumbai,0.1333,0.0872,SMS,1,4G,100.23,40+,-132.72190000000003
SERIAL_0427,2023,Price Reduction,3119,Mumbai,0.1875,0.0097,SMS,2,4G,144.0,26-40,-554.5581999999999
SERIAL_0868,2023,Price Reduction,4199,Bangalore,0.42369999999999997,0.1118,SMS,2,3G,22.25,40+,-1309.6680999999999
SERIAL_0132,2023,Plan Update,2999,Kolkata,0.2846,0.3159,Call,5,3G,2.44,26-40,93.86869999999988
SERIAL_0506,2023,5G Upgrade,2879,Delhi,0.36060000000000003,0.5186,Data,5,3G,100.76,26-40,454.88199999999983
SERIAL_0863,2023,Plan Update,2879,Kolkata,0.36719999999999997,0.5919,SMS,2,4G,126.17,40+,646.9113
SERIAL_0830,2023,Price Reduction,4199,Hyderabad,0.3632,0.0325,SMS,2,2G,104.06,26-40,-1388.6093
SERIAL_0861,2023,New Feature,2399,Bangalore,0.308,0.047599999999999996,Data,4,4G,141.45,40+,-624.6995999999999
SERIAL_0485,2023,Price Reduction,2879,Kolkata,0.08070000000000001,0.4127,Data,5,3G,15.07,18-25,955.828
SERIAL_0478,2023,5G Upgrade,2399,Delhi,0.0431,0.0506,Call,1,2G,65.3,18-25,17.992499999999993
SERIAL_0470,2023,New Feature,3119,Hyderabad,0.3235,0.3946,Data,1,2G,8.14,26-40,221.76089999999988
SERIAL_0457,2023,Plan Update,2879,Hyderabad,0.4959,0.5166,Call,5,3G,107.35,18-25,59.595299999999725
SERIAL_0896,2023,Price Reduction,2999,Hyderabad,0.2928,0.5025,Call,5,3G,8.1,26-40,628.8902999999999
SERIAL_0303,2023,5G Upgrade,4199,Hyderabad,0.251,0.1451,Data,1,2G,49.01,26-40,-444.67410000000007
SERIAL_0383,2023,5G Upgrade,2399,Hyderabad,0.4794,0.19519999999999998,SMS,1,4G,129.49,26-40,-681.7958000000001
SERIAL_0540,2023,5G Upgrade,2999,Delhi,0.27940000000000004,0.1895,Data,1,5G,57.31,18-25,-269.6101000000001
SERIAL_0937,2023,5G Upgrade,2999,Bangalore,0.45530000000000004,0.5317000000000001,Data,2,4G,72.74,18-25,229.12360000000012
SERIAL_0936,2023,5G Upgrade,2879,Hyderabad,0.0023,0.5022,Data,1,2G,90.14,40+,1439.2121
SERIAL_0776,2023,New Feature,4199,Mumbai,0.39409999999999995,0.4929,SMS,2,3G,23.88,26-40,414.8612000000003
SERIAL_0609,2023,New Feature,2399,Kolkata,0.2004,0.0268,Call,4,5G,86.41,40+,-416.46639999999996
SERIAL_0932,2023,5G Upgrade,4199,Bangalore,0.24609999999999999,0.4346,SMS,1,3G,65.34,26-40,791.5114999999998
SERIAL_0316,2023,5G Upgrade,2999,Mumbai,0.2259,0.5339,SMS,3,5G,1.44,26-40,923.6920000000001
SERIAL_0325,2023,5G Upgrade,3119,Delhi,0.1173,0.451,Data,5,5G,133.7,26-40,1040.8103
SERIAL_0326,2023,Plan Update,2399,Kolkata,0.0579,0.5383,Data,3,4G,82.39,18-25,1152.4796
SERIAL_0591,2023,Price Reduction,4199,Delhi,0.079,0.5318,Data,1,5G,76.98,40+,1901.3072000000002
SERIAL_0016,2023,Plan Update,2879,Mumbai,0.0149,0.5483,Data,4,3G,18.42,40+,1535.6586000000002
SERIAL_0589,2023,New Feature,2879,Delhi,0.0304,0.3159,SMS,1,4G,23.62,18-25,821.9545
SERIAL_0787,2023,Price Reduction,2999,Kolkata,0.0859,0.5932,Call,5,5G,47.01,40+,1521.3926999999999
SERIAL_0336,2023,5G Upgrade,2399,Mumbai,0.313,0.47659999999999997,SMS,2,2G,105.85,18-25,392.4763999999999
SERIAL_0917,2023,Plan Update,2399,Hyderabad,0.1215,0.40369999999999995,Call,5,2G,103.76,40+,676.9977999999999
SERIAL_0791,2023,Price Reduction,2399,Mumbai,0.2194,0.49729999999999996,SMS,3,3G,39.42,40+,666.6821
SERIAL_0564,2023,Plan Update,2999,Delhi,0.3567,0.0262,Data,1,5G,37.93,26-40,-991.1695000000001
SERIAL_0356,2023,Price Reduction,2999,Bangalore,0.1962,0.0207,Call,1,2G,143.18,26-40,-526.3245000000001
SERIAL_0556,2023,New Feature,3119,Chennai,0.136,0.31989999999999996,Call,5,5G,25.51,40+,573.5840999999998
SERIAL_0909,2023,New Feature,3119,Hyderabad,0.3522,0.258,Data,5,4G,132.02,18-25,-293.8098
SERIAL_0908,2023,New Feature,2399,Kolkata,0.2553,0.3265,Data,5,4G,103.32,18-25,170.8087999999999
SERIAL_0358,2023,New Feature,4199,Hyderabad,0.16690000000000002,0.2007,SMS,4,5G,49.29,18-25,141.92619999999988
SERIAL_0361,2023,Price Reduction,2399,Chennai,0.11779999999999999,0.2646,Call,4,5G,59.95,40+,352.1732
SERIAL_0365,2023,Plan Update,3119,Mumbai,0.0473,0.5377000000000001,Data,2,5G,71.13,18-25,1529.5576
SERIAL_0542,2023,New Feature,2879,Hyderabad,0.3331,0.0163,Call,4,4G,69.24,40+,-912.0672000000001
SERIAL_0802,2023,Plan Update,3119,Chennai,0.1183,0.3815,Data,4,5G,148.3,18-25,820.9208
SERIAL_0100,2023,New Feature,4199,Kolkata,0.21059999999999998,0.3953,Call,3,5G,39.13,40+,775.5553
SERIAL_0375,2023,5G Upgrade,2879,Hyderabad,0.10619999999999999,0.5745,Data,2,2G,44.52,40+,1348.2357
SERIAL_0378,2023,Price Reduction,2999,Bangalore,0.071,0.5685,Call,2,3G,68.14,40+,1492.0025
SERIAL_0717,2023,New Feature,2399,Mumbai,0.3086,0.1499,Data,3,3G,131.54,40+,-380.7212999999999
